Time (s),Accel_x (m/s2),Accel_y (m/s2),Accel_z (m/s2),RPM,Humidity (%),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),noBond_height (mm),Bond_height (mm)
64.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-61.36,56.71
64.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-66.25,65.16
64.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-72.36,69.99
64.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-72.36,74.82
64.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-73.59,74.82
64.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-71.14,71.20
64.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-69.92,60.33
64.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-69.92,50.67
64.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-68.70,41.01
64.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-58.92,30.14
64.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,-54.03,19.26
64.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-51.59,15.64
64.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,-47.92,5.98
64.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-35.70,-1.27
64.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-27.14,-7.31
64.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-21.03,-8.52
65.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-18.59,-10.93
65.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-2.70,-15.76
65.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,7.08,-19.39
65.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,11.96,-27.84
65.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,20.52,-27.84
65.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,25.41,-31.46
65.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,32.74,-37.50
65.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,21.12,38.85,-33.88
65.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,40.07,-43.54
65.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,43.74,-39.92
65.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,41.30,-45.96
65.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,51.07,-49.58
65.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,49.85,-53.20
65.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,49.85,-58.04
65.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,48.63,-47.17
65.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,47.41,-50.79
65.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,48.63,-48.37
65.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,44.96,-47.17
65.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,48.63,-47.17
65.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,48.63,-45.96
65.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,47.41,-39.92
65.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.35,42.52,-45.96
65.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,46.18,-41.13
65.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,41.30,-30.26
65.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,33.96,-26.63
66.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,24.19,-25.42
66.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,14.41,-19.39
66.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,4.63,-6.10
66.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-5.15,1.15
66.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-17.37,5.98
66.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-29.59,16.85
66.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,-39.37,26.51
66.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-47.92,50.67
66.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-50.36,38.59
66.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-61.36,55.50
66.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-61.36,60.33
66.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-67.47,69.99
66.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-71.14,68.79
66.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-71.14,74.82
66.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-74.81,73.62
66.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-72.36,67.58
66.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-72.36,57.92
66.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-68.70,49.46
66.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-66.25,38.59
66.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-62.59,27.72
66.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-54.03,14.43
66.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-47.92,15.64
66.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-43.03,3.56
66.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-34.48,-2.48
66.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-27.14,-9.72
67.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-39.37,-14.55
67.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-8.81,-15.76
67.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-0.26,-19.39
67.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,2.19,-24.22
67.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,15.63,-29.05
67.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,21.74,-25.42
67.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,29.07,-33.88
67.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,36.41,-29.05
67.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,37.63,-27.84
67.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,43.74,-39.92
67.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,52.30,-45.96
67.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,47.41,-49.58
67.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,51.07,-47.17
67.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,48.63,-52.00
67.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,48.63,-47.17
67.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,51.07,-48.37
67.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,52.30,-49.58
67.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.93,53.52,-49.58
67.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,48.63,-53.20
67.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,47.41,-47.17
67.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,47.41,-44.75
67.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,44.96,-42.33
67.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,46.18,-38.71
67.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,41.30,-39.92
67.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,35.19,-32.67
68.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,29.07,-23.01
68.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,21.74,-7.31
68.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,10.74,-8.52
68.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-5.15,-2.48
68.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-10.03,2.36
68.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-22.26,9.60
68.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-29.59,19.26
68.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-34.48,31.34
68.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-44.25,39.80
68.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-49.14,44.63
68.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-57.70,54.29
68.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-63.81,63.95
68.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.51,-68.70,71.20
68.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-71.14,76.03
68.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-73.59,74.82
68.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-79.70,72.41
68.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.18,-73.59,67.58
68.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-71.14,56.71
68.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.67,-67.47,44.63
68.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-63.81,33.76
68.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-56.48,22.89
68.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-52.81,16.85
68.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,-46.70,7.19
68.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-40.59,-0.06
68.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-49.14,-2.48
69.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-24.70,-9.72
69.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,-18.59,-10.93
69.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-7.59,-16.97
69.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-1.48,-19.39
69.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,7.08,-24.22
69.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,18.08,-25.42
69.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,24.19,-32.67
69.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,32.74,-30.26
69.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,38.85,-35.09
69.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,35.19,-36.30
69.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,41.30,-39.92
69.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,46.18,-44.75
69.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,46.18,-52.00
69.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,51.07,-50.79
69.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,48.63,-50.79
69.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,51.07,-49.58
69.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,49.85,-48.37
69.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,49.85,-52.00
69.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,49.85,-47.17
69.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,42.52,-45.96
69.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,47.41,-42.33
69.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,47.41,-38.71
69.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,47.41,-38.71
69.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,46.18,-37.50
69.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,41.30,-33.88
70.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,31.52,-30.26
70.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,31.52,-23.01
70.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,16.85,-18.18
70.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,5.85,-10.93
70.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-3.92,-3.68
70.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-16.14,3.56
70.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-23.48,13.23
70.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-32.03,20.47
70.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-40.59,32.55
70.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-46.70,27.72
70.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-56.48,48.25
70.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-57.70,59.12
70.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,-62.59,65.16
70.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-71.14,68.79
70.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-72.36,73.62
70.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-73.59,78.45
70.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-79.70,71.20
70.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-71.14,61.54
70.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-67.47,54.29
70.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-68.70,42.21
70.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,-57.70,32.55
70.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-57.70,26.51
70.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-50.36,14.43
70.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-44.25,5.98
70.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-36.92,-2.48
71.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-29.59,-4.89
71.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-21.03,-9.72
71.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,-12.48,-15.76
71.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-2.70,-18.18
71.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-0.26,-20.59
71.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,11.96,-26.63
71.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,16.85,-29.05
71.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,27.85,-31.46
71.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,33.96,-33.88
71.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,37.63,-41.13
71.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,42.52,-39.92
71.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,40.07,-44.75
71.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,49.85,-44.75
71.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,51.07,-52.00
71.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,49.85,-54.41
71.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,53.52,-48.37
71.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,51.07,-53.20
71.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,57.18,-48.37
71.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,46.18,-45.96
71.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,48.63,-45.96
71.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.02,47.41,-42.33
71.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,51.07,-43.54
71.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,48.63,-43.54
71.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,46.18,-42.33
71.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,40.07,-35.09
72.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,37.63,-32.67
72.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,27.85,-30.26
72.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,11.96,-21.80
72.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,15.63,-14.55
72.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,0.97,-9.72
72.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-11.26,-4.89
72.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-17.37,8.39
72.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.67,-23.48,16.85
72.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-38.14,20.47
72.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-39.37,36.17
72.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-50.36,47.04
72.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.18,-52.81,53.08
72.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-63.81,65.16
72.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-63.81,69.99
72.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,-71.14,72.41
72.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-73.59,72.41
72.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-76.03,76.03
72.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-76.03,67.58
72.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-69.92,59.12
72.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-74.81,49.46
72.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-65.03,37.38
72.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-63.81,33.76
72.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-61.36,21.68
72.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-55.25,13.23
72.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-40.59,3.56
73.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-35.70,-6.10
73.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-24.70,-7.31
73.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-21.03,-12.14
73.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-8.81,-15.76
73.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-2.70,-21.80
73.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,8.30,-21.80
73.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,14.41,-27.84
73.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,21.74,-29.05
73.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,29.07,-31.46
73.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,40.07,-33.88
73.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,36.41,-38.71
73.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,40.07,-43.54
73.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,42.52,-45.96
73.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,49.85,-50.79
73.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,47.41,-53.20
73.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,53.52,-48.37
73.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,52.30,-50.79
73.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,49.85,-47.17
73.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,55.96,-47.17
73.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,47.41,-47.17
73.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,48.63,-45.96
73.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,49.85,-48.37
73.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,49.85,-41.13
73.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,48.63,-37.50
73.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,46.18,-41.13
74.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,41.30,-33.88
74.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,33.96,-33.88
74.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,24.19,-30.26
74.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,16.85,-20.59
74.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,5.85,-12.14
74.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-3.92,-8.52
74.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-16.14,-0.06
74.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-21.03,9.60
74.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-21.03,19.26
74.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-33.25,30.14
74.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-40.59,38.59
74.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.35,-47.92,53.08
74.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-55.25,57.92
74.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-65.03,76.03
74.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-69.92,71.20
74.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,-72.36,77.24
74.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-74.81,72.41
74.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-74.81,74.82
74.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-72.36,62.75
74.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,22.46,-72.36,55.50
74.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-72.36,44.63
74.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,-66.25,37.38
74.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-57.70,25.30
74.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-51.59,19.26
74.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-50.36,13.23
75.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-40.59,4.77
75.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-32.03,-3.68
75.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-21.03,-9.72
75.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-13.70,-10.93
75.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-7.59,-18.18
75.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,2.19,-26.63
75.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,9.52,-19.39
75.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,13.19,-26.63
75.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,19.30,-31.46
75.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,31.52,-30.26
75.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.51,37.63,-37.50
75.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,40.07,-44.75
75.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,42.52,-45.96
75.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,48.63,-39.92
75.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,52.30,-48.37
75.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,54.74,-50.79
75.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.67,49.85,-55.62
75.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,51.07,-50.79
75.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,44.96,-44.75
75.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,43.74,-47.17
75.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,49.85,-47.17
75.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,48.63,-47.17
75.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,46.18,-44.75
75.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,49.85,-42.33
75.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,47.41,-37.50
76.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,44.96,-44.75
76.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,38.85,-33.88
76.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,30.30,-27.84
76.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,22.96,-23.01
76.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,13.19,-12.14
76.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,5.85,7.19
76.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-7.59,-6.10
76.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-13.70,1.15
76.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-23.48,14.43
76.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-28.37,19.26
76.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-34.48,22.89
76.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-46.70,41.01
76.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-51.59,51.88
76.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-56.48,57.92
76.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,-62.59,68.79
76.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-69.92,72.41
76.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-73.59,77.24
