Time (s),Accel_x (m/s2),Accel_y (m/s2),Accel_z (m/s2),RPM,Humidity (%),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),noBond_height (mm),Bond_height (mm)
159.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.51,35.19,-29.05
159.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,31.52,-31.46
159.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,24.19,-26.63
159.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,19.30,-19.39
159.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,10.74,-14.55
159.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.18,7.08,-2.48
159.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-1.48,-2.48
159.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-12.48,4.77
159.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-23.48,10.81
159.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-32.03,24.10
159.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-44.25,27.72
159.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-55.25,42.21
159.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-61.36,54.29
159.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-62.59,65.16
159.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-72.36,73.62
159.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-73.59,74.82
159.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-73.59,74.82
159.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-73.59,73.62
159.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-65.03,68.79
159.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-67.47,60.33
159.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-63.81,48.25
159.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,23.86,-66.25,43.42
159.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-57.70,36.17
160.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-51.59,27.72
160.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,-46.70,16.85
160.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-38.14,7.19
160.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-30.81,-3.68
160.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.37,-21.03,-10.93
160.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-13.70,-20.59
160.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-5.15,-26.63
160.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-1.48,-23.01
160.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,8.30,-27.84
160.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,13.19,-29.05
160.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,27.85,-31.46
160.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,25.41,-35.09
160.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,30.30,-44.75
160.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,33.96,-41.13
160.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,42.52,-44.75
160.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,34.68,42.52,-53.20
160.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,44.96,-47.17
160.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,49.85,-78.57
160.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,51.07,-45.96
160.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,51.07,-47.17
160.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.67,55.96,-49.58
160.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,58.41,-44.75
160.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,54.74,-47.17
160.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,54.74,-44.75
160.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,52.30,-41.13
161.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,44.96,-38.71
161.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,46.18,-36.30
161.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,30.92,40.07,-33.88
161.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,32.74,-36.30
161.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,29.07,-31.46
161.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,22.96,-23.01
161.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,19.30,-27.84
161.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,11.96,-24.22
161.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,0.97,-6.10
161.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-8.81,-0.06
161.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,-17.37,5.98
161.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-28.37,13.23
161.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-36.92,26.51
161.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-50.36,34.97
161.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-55.25,49.46
161.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-63.81,59.12
161.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-66.25,66.37
161.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-71.14,65.16
161.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-77.25,77.24
161.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-71.14,79.66
161.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-68.70,77.24
161.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-69.92,67.58
161.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-67.47,60.33
161.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-69.92,51.88
161.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-58.92,41.01
162.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-57.70,31.34
162.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-49.14,22.89
162.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,22.00,-45.48,12.02
162.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,-36.92,2.36
162.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-29.59,-7.31
162.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-18.59,-13.35
162.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-6.37,-14.55
162.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-5.15,-21.80
162.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,8.30,-23.01
162.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,14.41,-23.01
162.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,18.08,-31.46
162.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,22.96,-29.05
162.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,30.30,-35.09
162.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,32.74,-39.92
162.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,36.41,-44.75
162.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,37.63,-44.75
162.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,42.52,-48.37
162.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,23.86,48.63,-50.79
162.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,47.41,-50.79
162.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,52.30,-47.17
162.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,51.07,-45.96
162.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,55.96,-43.54
162.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,53.52,-44.75
162.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,55.96,-44.75
162.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,48.63,-42.33
163.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,48.63,-37.50
163.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,46.18,-39.92
163.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,42.52,-38.71
163.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,36.41,-39.92
163.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,33.96,-30.26
163.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,30.30,-29.05
163.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,27.85,-29.05
163.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,15.63,-27.84
163.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,9.52,-13.35
163.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,3.41,-7.31
163.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-14.92,-0.06
163.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-22.26,13.23
163.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-32.03,22.89
163.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-41.81,32.55
163.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-51.59,43.42
163.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-60.14,49.46
163.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-66.25,59.12
163.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-71.14,67.58
163.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-71.14,72.41
163.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-69.92,77.24
163.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-69.92,72.41
163.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.35,-72.36,69.99
163.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-67.47,65.16
163.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-66.25,56.71
163.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-66.25,50.67
164.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-62.59,42.21
164.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-55.25,25.30
164.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-49.14,15.64
164.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-57.70,4.77
164.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-38.14,-0.06
164.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-24.70,-12.14
164.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-18.59,-14.55
164.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-5.15,-20.59
164.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-0.26,-20.59
164.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,7.08,-21.80
164.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,15.63,-26.63
164.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,21.74,-29.05
164.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,26.63,-36.30
164.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,35.19,-38.71
164.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,36.41,-41.13
164.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.35,40.07,-43.54
164.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,41.30,-47.17
164.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,46.18,-52.00
164.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,47.41,-48.37
164.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,54.74,-45.96
164.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,54.74,-49.58
164.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,52.30,-47.17
164.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,71.85,-43.54
164.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,53.52,-42.33
164.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,52.30,-38.71
165.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,52.30,-41.13
165.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,46.18,-39.92
165.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,42.52,-32.67
165.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,46.18,-36.30
165.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,36.41,-27.84
165.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,33.96,-25.42
165.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,26.63,-24.22
165.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,18.08,-20.59
165.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,13.19,-19.39
165.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,3.41,-14.55
165.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-6.37,-3.68
165.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-12.48,9.60
165.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-22.26,12.02
165.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-34.48,16.85
165.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-44.25,34.97
165.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-54.03,48.25
165.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-63.81,56.71
165.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-68.70,62.75
165.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-73.59,66.37
165.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-73.59,80.86
165.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.18,-74.81,82.07
165.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-68.70,78.45
165.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,-69.92,67.58
165.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-69.92,69.99
165.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-66.25,51.88
166.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-63.81,36.17
166.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-57.70,28.93
166.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-55.25,18.06
166.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-46.70,21.68
166.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-36.92,7.19
166.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-29.59,-6.10
166.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-22.26,-6.10
166.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,-13.70,-15.76
166.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-6.37,-19.39
166.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,3.41,-19.39
166.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,11.96,-23.01
166.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,22.96,-31.46
166.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,24.19,-30.26
166.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,29.07,-36.30
166.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,35.19,-42.33
166.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,33.96,-44.75
166.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,41.30,-44.75
166.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,44.96,-48.37
166.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,47.41,-24.22
166.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,51.07,-50.79
166.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,51.07,-43.54
166.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,52.30,-44.75
166.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,55.96,-49.58
166.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,55.96,-48.37
166.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,55.96,-43.54
167.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,48.63,-35.09
167.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,51.07,-41.13
167.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,48.63,-45.96
167.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,44.96,-37.50
167.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,40.07,-32.67
167.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,35.19,-33.88
167.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,32.74,-27.84
167.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,18.08,-27.84
167.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,14.41,-21.80
167.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,5.85,-13.35
167.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,29.71,-0.26,-12.14
167.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-8.81,-0.06
167.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-19.81,8.39
167.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-30.81,16.85
167.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-36.92,32.55
167.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-47.92,41.01
167.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-52.81,50.67
167.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-62.59,55.50
167.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-72.36,67.58
167.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-72.36,72.41
167.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-77.25,73.62
167.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-76.03,79.66
167.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-73.59,72.41
167.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-71.14,67.58
167.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-68.70,61.54
168.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,-71.14,49.46
168.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-65.03,43.42
168.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-57.70,27.72
168.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-44.25,13.23
168.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-47.92,7.19
168.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-34.48,-0.06
168.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-28.37,-3.68
168.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-18.59,-9.72
168.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-10.03,-12.14
168.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-0.26,-19.39
168.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,5.85,-21.80
168.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,14.41,-23.01
168.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,16.85,-35.09
168.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,26.63,-37.50
168.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,31.52,-44.75
168.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,35.19,-42.33
168.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,36.41,-48.37
168.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,38.85,-52.00
168.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.37,42.52,-44.75
168.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,47.41,-43.54
168.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,52.30,-48.37
168.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,52.30,-50.79
168.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.74,49.85,-50.79
168.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,57.18,-47.17
168.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,57.18,-42.33
169.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,62.07,-38.71
169.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,53.52,-42.33
169.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,52.30,-38.71
169.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,46.18,-39.92
169.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,42.52,-35.09
169.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,38.85,-33.88
169.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,27.85,-29.05
169.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,26.63,-27.84
169.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,20.52,-23.01
169.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,14.41,-18.18
169.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,4.63,-12.14
169.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-5.15,-2.48
169.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-13.70,4.77
169.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-17.37,10.81
169.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-24.70,22.89
169.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-38.14,34.97
169.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-47.92,43.42
169.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-61.36,54.29
169.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-65.03,62.75
169.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-72.36,74.82
169.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-77.25,77.24
169.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-77.25,80.86
169.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-74.81,77.24
169.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-72.36,71.20
169.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-77.25,62.75
170.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-68.70,53.08
170.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-67.47,43.42
170.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-61.36,32.55
170.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-54.03,24.10
170.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-49.14,15.64
170.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-39.37,4.77
170.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,-32.03,1.15
170.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-23.48,-6.10
170.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-12.48,-13.35
170.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-5.15,-14.55
170.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,2.19,-23.01
170.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,7.08,-27.84
170.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,14.41,-31.46
170.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,18.08,-35.09
170.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,27.85,-36.30
170.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,37.63,-36.30
170.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,32.74,-47.17
170.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,36.41,-50.79
170.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,41.30,-47.17
170.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,46.18,-48.37
170.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,47.41,-74.95
170.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,52.30,-49.58
170.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,48.63,-48.37
170.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,55.96,-48.37
170.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,57.18,-44.75
171.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,57.18,-44.75
171.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,52.30,-47.17
171.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,47.41,-41.13
171.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,49.85,-32.67
171.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,46.18,-38.71
171.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,40.07,-38.71
171.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,31.52,-30.26
171.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,31.52,-26.63
171.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,22.96,-30.26
171.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,18.08,-16.97
